date,value
2020-01-01,-0.9364308519231385
2020-01-02,-0.7744902946492628
2020-01-03,-0.6799721684388091
2020-01-04,-0.5383904983397733
2020-01-05,-0.4550416080080252
2020-01-06,-0.24349466369642697
2020-01-07,0.003410358226701951
2020-01-08,-0.010330884635036675
2020-01-09,0.2329851933077906
2020-01-10,0.5637903337158221
2020-01-11,0.6786804586588582
2020-01-12,0.8384873434911565
2020-01-13,0.9275806370131789
2020-01-14,0.9339588796225743
2020-01-15,0.930780750491086
2020-01-16,0.9224305373003046
2020-01-17,0.8970741590155441
2020-01-18,0.920900147321469
2020-01-19,0.8412747544005615
2020-01-20,0.6771748815969709
2020-01-21,0.4404647714742673
2020-01-22,0.3955445489312873
2020-01-23,0.2863792709291142
2020-01-24,-0.10582412435486427
2020-01-25,-0.23008120537083443
2020-01-26,-0.32277761010069034
2020-01-27,-0.4458160711628465
2020-01-28,-0.5391668319969766
2020-01-29,-0.7317194907139914
2020-01-30,-0.8257027171986635
2020-01-31,-0.9962280593131376
2020-02-01,-1.0166238374398853
2020-02-02,-0.9632428141474281
2020-02-03,-0.9952761235144255
2020-02-04,-0.8890746120101048
2020-02-05,-0.7885235845799994
2020-02-06,-0.5492276145474213
2020-02-07,-0.4092799346772473
2020-02-08,-0.44382259783298994
2020-02-09,-0.07085312844816058
2020-02-10,0.11310538913258844
2020-02-11,0.3507525537962445
2020-02-12,0.2825449009130548
2020-02-13,0.6203212789030993
2020-02-14,0.8443087683704266
2020-02-15,0.8169446027139917
2020-02-16,0.8628481905972274
2020-02-17,1.050377817947427
2020-02-18,0.9878619143006357
2020-02-19,0.8797532881586068
2020-02-20,1.0290167100862835
2020-02-21,0.6708122292297289
2020-02-22,0.7009705492363512
2020-02-23,0.6595602276231955
2020-02-24,0.5480827036240489
2020-02-25,0.19054938516078918
2020-02-26,-0.1683354823661947
2020-02-27,-0.1666097961868369
2020-02-28,-0.41032473407996783
2020-02-29,-0.6608126982794222
2020-03-01,-0.6404873360910479
2020-03-02,-0.6926663682200879
2020-03-03,-0.8302583398968957
2020-03-04,-0.916044367865264
2020-03-05,-1.0910819166760826
2020-03-06,-0.941648477343989
2020-03-07,-0.9210726404618923
2020-03-08,-0.8443267912768104
2020-03-09,-0.8434778782353907
2020-03-10,-0.4386326390984659
2020-03-11,-0.258968445258283
2020-03-12,-0.21793280452861935
2020-03-13,0.03553762498068498
2020-03-14,-0.027480554617824303
2020-03-15,0.08311558733857805
2020-03-16,0.5366220591258956
2020-03-17,0.68266237005777
2020-03-18,0.8072096833257087
2020-03-19,0.7446905940990869
2020-03-20,0.9320841671068268
2020-03-21,1.0132805306428252
2020-03-22,0.9942009789093844
2020-03-23,1.0984226755160347
2020-03-24,0.8475022223417287
2020-03-25,0.9233212891504796
2020-03-26,0.8881282369299103
2020-03-27,0.43358473665236996
2020-03-28,0.1753970054482078
2020-03-29,0.16989305460953483
2020-03-30,-0.06055791445449218
2020-03-31,-0.08294008481026646
2020-04-01,-0.18154591127033542
2020-04-02,-0.3737677727014882
2020-04-03,-0.5609165504362474
2020-04-04,-0.7634314248886543
2020-04-05,-0.9427465817675967
2020-04-06,-0.8116999435380563
2020-04-07,-1.0538367962142956
2020-04-08,-1.0473964873492596
2020-04-09,-0.9616120388069276
