date,value
2020-01-01,0.9535269527089718
2020-01-02,1.0145058412257102
2020-01-03,0.9046211467220093
2020-01-04,0.7922117612104485
2020-01-05,0.7926836477578085
2020-01-06,0.723652143822659
2020-01-07,0.5347600256457754
2020-01-08,0.5411534488152339
2020-01-09,0.3591091088537594
2020-01-10,0.3166180732610035
2020-01-11,0.15423124419560497
2020-01-12,-0.011626166101922207
2020-01-13,-0.028522499869011494
2020-01-14,-0.2624029142186971
2020-01-15,-0.32841098374545663
2020-01-16,-0.40356108502858923
2020-01-17,-0.4998993499075435
2020-01-18,-0.5930341086095245
2020-01-19,-0.7413256072702449
2020-01-20,-0.8508380030250726
2020-01-21,-0.8398401862485005
2020-01-22,-0.9012581978068152
2020-01-23,-0.9180715509937181
2020-01-24,-1.051878349095803
2020-01-25,-0.9665571169430723
2020-01-26,-0.9920142103150232
2020-01-27,-1.035884327173827
2020-01-28,-0.9008750138024796
2020-01-29,-0.9247427381740404
2020-01-30,-0.7061325027969376
2020-01-31,-0.6729650982087296
2020-02-01,-0.5090235701062623
2020-02-02,-0.4088032548959728
2020-02-03,-0.22073044115741275
2020-02-04,-0.20541352141853886
2020-02-05,-0.17286119304966713
2020-02-06,0.1007411508985944
2020-02-07,0.0689532138539781
2020-02-08,0.24482723057614453
2020-02-09,0.4535704599271728
2020-02-10,0.6003481100009119
2020-02-11,0.6909210833888747
2020-02-12,0.6443503395180954
2020-02-13,0.7441044438471036
2020-02-14,0.8742350067437635
2020-02-15,0.9402858804555689
2020-02-16,0.9851078727057984
2020-02-17,0.9436119468541203
2020-02-18,1.0955807174926773
2020-02-19,0.9744816027915422
2020-02-20,0.8767935099896192
2020-02-21,0.9219066656454403
2020-02-22,0.7860955019827363
2020-02-23,0.8434396354627065
2020-02-24,0.7529017130706183
2020-02-25,0.6144472033822667
2020-02-26,0.44353344042422943
2020-02-27,0.4948278790625703
2020-02-28,0.25779536403608994
2020-02-29,0.4660833611985951
2020-03-01,0.2032472179618504
2020-03-02,0.024401534015177043
2020-03-03,-0.020545926960056835
2020-03-04,-0.357349839207891
2020-03-05,-0.25228827336059356
2020-03-06,-0.3615439074110126
2020-03-07,-0.5757085609196925
2020-03-08,-0.5350879176765871
2020-03-09,-0.6393036449443421
2020-03-10,-0.7597300585052111
2020-03-11,-0.8832345700172034
2020-03-12,-0.9342500519764274
2020-03-13,-0.9418670900534372
2020-03-14,-0.9829970469909458
2020-03-15,-1.0665884502679346
2020-03-16,-0.931799624378069
2020-03-17,-1.0103759636426224
2020-03-18,-0.8186724743886169
2020-03-19,-0.7536054878673502
2020-03-20,-0.5656967164174876
2020-03-21,-0.5535621638820576
2020-03-22,-0.4963149318204081
2020-03-23,-0.2056065941686244
2020-03-24,-0.07956489554934887
2020-03-25,-0.06642711242025842
2020-03-26,0.00982756612003012
2020-03-27,-0.0355343447241698
2020-03-28,0.19581620645412623
2020-03-29,0.5071524447770402
2020-03-30,0.27775115234797904
2020-03-31,0.4114720991806026
2020-04-01,0.42023975251970314
2020-04-02,0.7319929130372103
2020-04-03,0.8339194019613271
2020-04-04,0.9312919342481061
2020-04-05,0.923419798842273
2020-04-06,0.8968562950716494
2020-04-07,0.9151008751519359
2020-04-08,0.9743594799176025
2020-04-09,0.9003737990462375
