date,value
2020-01-01,0.7861339024457947
2020-01-02,0.7445636131993401
2020-01-03,0.6034007945994034
2020-01-04,0.4065993066523971
2020-01-05,0.25620830573382647
2020-01-06,0.12690536258658647
2020-01-07,-0.11869209741492956
2020-01-08,-0.3309422056408715
2020-01-09,-0.4020230057025907
2020-01-10,-0.5598220659972901
2020-01-11,-0.810516629949417
2020-01-12,-0.8900916255818069
2020-01-13,-1.019456774375124
2020-01-14,-0.9307483791141556
2020-01-15,-1.0473498680246094
2020-01-16,-0.9202343627085785
2020-01-17,-0.951466143348554
2020-01-18,-0.6880565101977892
2020-01-19,-0.7472057553496028
2020-01-20,-0.4667336584962123
2020-01-21,-0.2377853997075796
2020-01-22,-0.13513239251175274
2020-01-23,-0.02196454666513835
2020-01-24,0.39015076462003156
2020-01-25,0.5191130820140696
2020-01-26,0.6852117169515919
2020-01-27,0.6312593095035772
2020-01-28,0.9410769758960605
2020-01-29,0.9873929300442379
2020-01-30,1.0871473249167276
2020-01-31,1.014630622760366
2020-02-01,1.0409968804629115
2020-02-02,0.8862189530902068
2020-02-03,0.7963299469183708
2020-02-04,0.7443159113711205
2020-02-05,0.469045644412762
2020-02-06,0.3672203386919703
2020-02-07,0.18346894080315268
2020-02-08,0.06837750683030626
2020-02-09,-0.16715315294340383
2020-02-10,-0.24869315326571004
2020-02-11,-0.49871577425327873
2020-02-12,-0.5999762815676679
2020-02-13,-0.8135638092304354
2020-02-14,-0.7862550965328712
2020-02-15,-0.9507413851179435
2020-02-16,-1.069056554138916
2020-02-17,-0.981799818705354
2020-02-18,-0.9743826782531635
2020-02-19,-0.7873208569547702
2020-02-20,-0.825072701762352
2020-02-21,-0.776878755664284
2020-02-22,-0.4870351472454274
2020-02-23,-0.24552115140782535
2020-02-24,-0.2573907429250344
2020-02-25,0.08513549839425849
2020-02-26,0.4080478691469148
2020-02-27,0.4505084939645724
2020-02-28,0.552963944089151
2020-02-29,0.7718835156208914
2020-03-01,0.8468972369562404
2020-03-02,1.0069959259080659
2020-03-03,1.0178824507054374
2020-03-04,0.9338325615080187
2020-03-05,0.8817446398029094
2020-03-06,1.0449503128307485
2020-03-07,0.6599516514606438
2020-03-08,0.6497849678662111
2020-03-09,0.4778724506744816
2020-03-10,0.424128481577073
2020-03-11,0.40045901075588475
2020-03-12,0.12971414120982933
2020-03-13,-0.38389336612547287
2020-03-14,-0.2673968773043216
2020-03-15,-0.21478034020543368
2020-03-16,-0.5991282704910621
2020-03-17,-0.6986501542884055
2020-03-18,-0.8380726631413457
2020-03-19,-0.9491469926413839
2020-03-20,-1.0947288171831717
2020-03-21,-0.8864544684869772
2020-03-22,-1.0503003268970201
2020-03-23,-0.8423134775693523
2020-03-24,-0.8074032217350654
2020-03-25,-0.7403420204494362
2020-03-26,-0.521976087046135
2020-03-27,-0.21661898667601212
2020-03-28,-0.014147943286664626
2020-03-29,0.07674517304083092
2020-03-30,0.21752194968278532
2020-03-31,0.7436546529975401
2020-04-01,0.6505737889812042
2020-04-02,0.5276887483638384
2020-04-03,0.7482976253998227
2020-04-04,0.8236035086021929
2020-04-05,0.8983394114528166
2020-04-06,0.9020888279876549
2020-04-07,1.0376037736382324
2020-04-08,1.0252241461741665
2020-04-09,0.8053143920463224
