date,value
2020-01-01,0.4864397648801302
2020-01-02,0.7257349677330985
2020-01-03,0.9201027582553221
2020-01-04,0.9563162926526537
2020-01-05,0.971902184460589
2020-01-06,0.9749659804008078
2020-01-07,0.989909016987991
2020-01-08,0.9600477805658734
2020-01-09,0.8755718582524419
2020-01-10,0.6667012401889678
2020-01-11,0.556533729062578
2020-01-12,0.4134274250800227
2020-01-13,0.23144367077647343
2020-01-14,0.03930031209893726
2020-01-15,-0.21050795394421537
2020-01-16,-0.33205956662897773
2020-01-17,-0.4478952528284151
2020-01-18,-0.6374983309784089
2020-01-19,-0.7464805097483951
2020-01-20,-0.8388563472231613
2020-01-21,-0.8603021291455939
2020-01-22,-0.9374757453129614
2020-01-23,-0.9223297385359632
2020-01-24,-0.9178051260350228
2020-01-25,-0.8691610211414458
2020-01-26,-0.7182545794801203
2020-01-27,-0.6252488619267815
2020-01-28,-0.5052432842727033
2020-01-29,-0.23810984585369485
2020-01-30,-0.17190102548516903
2020-01-31,-0.004651390702699643
2020-02-01,0.37160504921652815
2020-02-02,0.3729728306697897
2020-02-03,0.5092241389234669
2020-02-04,0.7419940051402958
2020-02-05,0.9097599057469737
2020-02-06,0.9157573991170921
2020-02-07,0.891827928648293
2020-02-08,1.0211015167223432
2020-02-09,0.9264008190022058
2020-02-10,0.8789877112289716
2020-02-11,0.7742849588442573
2020-02-12,0.7749160176012837
2020-02-13,0.6865115105009172
2020-02-14,0.44051246085655527
2020-02-15,0.4333300955097401
2020-02-16,0.21325223566983748
2020-02-17,0.01834218566419983
2020-02-18,-0.26017937905066824
2020-02-19,-0.347912541885245
2020-02-20,-0.7497525225547316
2020-02-21,-0.6945864946676423
2020-02-22,-0.8409811821188005
2020-02-23,-1.0331812189169831
2020-02-24,-0.9088346404497054
2020-02-25,-0.8941974203332221
2020-02-26,-1.0825766721426109
2020-02-27,-0.8057099305736544
2020-02-28,-0.7023843263992637
2020-02-29,-0.8261104096284468
2020-03-01,-0.5222390953859399
2020-03-02,-0.13476859844766834
2020-03-03,-0.07237605169365627
2020-03-04,0.010425906955739923
2020-03-05,0.22284025283685774
2020-03-06,0.2592836746129514
2020-03-07,0.3945531280692203
2020-03-08,0.5520893366179583
2020-03-09,0.7374460190280139
2020-03-10,0.9279804788549016
2020-03-11,1.0970176447115836
2020-03-12,1.041428947240247
2020-03-13,0.9410265862907097
2020-03-14,0.9235975069501792
2020-03-15,0.8295988180575211
2020-03-16,0.7254739905766633
2020-03-17,0.7011343209706102
2020-03-18,0.29538696230901595
2020-03-19,0.3805896344502623
2020-03-20,0.0804537392717595
2020-03-21,-0.35183152743234763
2020-03-22,-0.14060764488238522
2020-03-23,-0.3379293497813638
2020-03-24,-0.3771449551531353
2020-03-25,-0.846610169101235
2020-03-26,-0.8481147287481252
2020-03-27,-0.960613281070804
2020-03-28,-1.0005575238787308
2020-03-29,-0.905390778766374
2020-03-30,-1.0473820086580699
2020-03-31,-0.9924010550234044
2020-04-01,-0.7278673525702134
2020-04-02,-0.42543589094841316
2020-04-03,-0.47623593345084203
2020-04-04,-0.4471588343952569
2020-04-05,-0.3197104220392858
2020-04-06,-0.08086471548576463
2020-04-07,0.4904552472742836
2020-04-08,0.28529156154860413
2020-04-09,0.5406021403574816
