date,value
2020-01-01,-0.6874531087145663
2020-01-02,-0.5451872623136912
2020-01-03,-0.4504193162292074
2020-01-04,-0.24212076925353188
2020-01-05,-0.009507337948024096
2020-01-06,0.2874362878500825
2020-01-07,0.3575621575841268
2020-01-08,0.5316500612746292
2020-01-09,0.7949751140120657
2020-01-10,0.8321623520973056
2020-01-11,0.9483040840590986
2020-01-12,0.9267911933869313
2020-01-13,0.917346854540003
2020-01-14,1.0653298727315756
2020-01-15,0.8886537940468038
2020-01-16,0.77286662331236
2020-01-17,0.7013585708279266
2020-01-18,0.7127974645569051
2020-01-19,0.39904956088318094
2020-01-20,0.23316494519795883
2020-01-21,0.050978154320335575
2020-01-22,-0.07185621136402381
2020-01-23,-0.24059543150662585
2020-01-24,-0.5589386816659245
2020-01-25,-0.501167103851356
2020-01-26,-0.7671862924539227
2020-01-27,-0.9146071131510278
2020-01-28,-0.996514491078665
2020-01-29,-1.0380767135675117
2020-01-30,-1.0896800600844299
2020-01-31,-0.9459398406303778
2020-02-01,-0.9047356048943792
2020-02-02,-0.8314456053715854
2020-02-03,-0.774774604929618
2020-02-04,-0.4719061127366656
2020-02-05,-0.32124671575662533
2020-02-06,-0.2963898155841678
2020-02-07,0.08368629042483602
2020-02-08,0.3586936749977784
2020-02-09,0.42532456810977876
2020-02-10,0.4536101628011966
2020-02-11,0.6761638242870529
2020-02-12,0.8652565024213222
2020-02-13,0.7834617324334168
2020-02-14,1.0319672949906875
2020-02-15,1.075199729603425
2020-02-16,1.026311634972631
2020-02-17,0.9602898700383233
2020-02-18,0.8551450979416999
2020-02-19,0.7320288758445974
2020-02-20,0.5748095812976146
2020-02-21,0.6192112969475617
2020-02-22,0.28358897067987376
2020-02-23,-0.033124293255997375
2020-02-24,0.0685895605456873
2020-02-25,-0.20778238339036073
2020-02-26,-0.5268768131195556
2020-02-27,-0.581394842356785
2020-02-28,-0.6464639048835796
2020-02-29,-0.8306457838389254
2020-03-01,-0.9127281012988414
2020-03-02,-0.9726536738992925
2020-03-03,-1.0200873921874418
2020-03-04,-1.0433846308336725
2020-03-05,-0.9831144532625816
2020-03-06,-0.8927227600778264
2020-03-07,-0.8409723127040308
2020-03-08,-0.5557292052336062
2020-03-09,-0.24761958237572876
2020-03-10,-0.11590663596453848
2020-03-11,0.13572931589362985
2020-03-12,0.39413595170128535
2020-03-13,0.29546137860193145
2020-03-14,0.5479882989131845
2020-03-15,0.7796857607605316
2020-03-16,0.8924117930297306
2020-03-17,0.8086161678965323
2020-03-18,0.9249675291339164
2020-03-19,0.9283628816300167
2020-03-20,0.9996991752895376
2020-03-21,0.9332666355797081
2020-03-22,0.8705421622035104
2020-03-23,0.8959109500462369
2020-03-24,0.3843358620960321
2020-03-25,0.27236520879961823
2020-03-26,0.020386268002405325
2020-03-27,0.0966607941065498
2020-03-28,-0.21956573190161546
2020-03-29,-0.21334189083149915
2020-03-30,-0.6405587916558649
2020-03-31,-0.7648739808572098
2020-04-01,-0.4799228339555047
2020-04-02,-0.9799182856655269
2020-04-03,-1.0160962790132981
2020-04-04,-0.9722764089585517
2020-04-05,-1.031503225744508
2020-04-06,-0.9997140101539352
2020-04-07,-1.0680957556224926
2020-04-08,-0.8244365945220011
2020-04-09,-0.74482376664111
